Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Month,Age Category,,descriptive statistics,,,,,Charts,,,,,,,
547,3/7/2023,CUST547,Male,63,Clothing,4,500,2000,March,56+,,,,,,,,,,,,,,
548,4/9/2023,CUST548,Female,51,Clothing,2,30,60,April,46-55,,,,,,,,,,,,,,
549,8/4/2023,CUST549,Female,50,Beauty,2,50,100,August,46-55,,,,,,,,,,,,,,
550,12/7/2023,CUST550,Male,40,Clothing,3,300,900,December,36-45,,,,,,,,,,,,,,
551,7/14/2023,CUST551,Male,45,Electronics,3,300,900,July,36-45,,,,,,,,,,,,,,
552,12/13/2023,CUST552,Female,49,Electronics,3,25,75,December,46-55,,,,,,,,,,,,,,
553,3/31/2023,CUST553,Male,24,Clothing,4,300,1200,March,18-25,,,,,,,,,,,,,,
554,11/12/2023,CUST554,Female,46,Beauty,3,50,150,November,46-55,,,,,,,,,,,,,,
555,10/19/2023,CUST555,Male,25,Beauty,1,300,300,October,18-25,,,,,,,,,,,,,,
556,6/4/2023,CUST556,Female,18,Electronics,1,50,50,June,18-25,,,,,,,,,,,,,,
557,7/27/2023,CUST557,Female,20,Beauty,3,30,90,July,18-25,,,,,,,,,,,,,,
558,10/8/2023,CUST558,Female,41,Clothing,1,25,25,October,36-45,,,,,,,,,,,,,,
559,1/1/2023,CUST559,Female,40,Clothing,4,300,1200,January,36-45,,,,,,,,,,,,,,
560,6/5/2023,CUST560,Female,25,Electronics,1,50,50,June,18-25,,,,,,,,,,,,,,
561,5/27/2023,CUST561,Female,64,Clothing,4,500,2000,May,56+,,,,,,,,,,,,,,
562,4/18/2023,CUST562,Male,54,Electronics,2,25,50,April,46-55,,,,,,,,,,,,,,
563,8/9/2023,CUST563,Male,20,Clothing,2,30,60,August,18-25,,,,,,,,,,,,,,
564,10/24/2023,CUST564,Male,50,Electronics,2,50,100,October,46-55,,,,,,,,,,,,,,
565,11/7/2023,CUST565,Female,45,Beauty,2,30,60,November,36-45,,,,,,,,,,,,,,
566,12/2/2023,CUST566,Female,64,Clothing,1,30,30,December,56+,,,,,,,,,,,,,,
567,6/14/2023,CUST567,Female,25,Clothing,3,300,900,June,18-25,,,,,,,,,,,,,,
568,8/27/2023,CUST568,Female,51,Electronics,1,300,300,August,46-55,,,,,,,,,,,,,,
569,8/15/2023,CUST569,Male,52,Electronics,4,50,200,August,46-55,,,,,,,,,,,,,,
570,8/15/2023,CUST570,Male,49,Clothing,1,500,500,August,46-55,,,,,,,,,,,,,,
571,12/12/2023,CUST571,Female,41,Electronics,1,50,50,December,36-45,,,,,,,,,,,,,,
572,4/20/2023,CUST572,Male,31,Clothing,4,500,2000,April,26-35,,,,,,,,,,,,,,
573,9/19/2023,CUST573,Male,49,Beauty,2,30,60,September,46-55,,,,,,,,,,,,,,
574,8/31/2023,CUST574,Female,63,Electronics,2,25,50,August,56+,,,,,,,,,,,,,,
575,3/28/2023,CUST575,Male,60,Clothing,2,50,100,March,56+,,,,,,,,,,,,,,
576,12/4/2023,CUST576,Female,33,Beauty,3,50,150,December,26-35,,,,,,,,,,,,,,
577,2/13/2023,CUST577,Male,21,Beauty,4,500,2000,February,18-25,,,,,,,,,,,,,,
578,5/26/2023,CUST578,Female,54,Clothing,4,30,120,May,46-55,,,,,,,,,,,,,,
579,9/21/2023,CUST579,Female,38,Electronics,1,30,30,September,36-45,,,,,,,,,,,,,,
580,12/6/2023,CUST580,Female,31,Clothing,3,500,1500,December,26-35,,,,,,,,,,,,,,
581,11/21/2023,CUST581,Female,48,Beauty,2,30,60,November,46-55,,,,,,,,,,,,,,
582,11/14/2023,CUST582,Male,35,Clothing,3,300,900,November,26-35,,,,,,,,,,,,,,
583,6/21/2023,CUST583,Female,24,Electronics,4,25,100,June,18-25,,,,,,,,,,,,,,
584,2/17/2023,CUST584,Female,27,Beauty,4,50,200,February,26-35,,,,,,,,,,,,,,
585,5/1/2023,CUST585,Female,24,Clothing,1,25,25,May,18-25,,,,,,,,,,,,,,
586,12/11/2023,CUST586,Male,50,Electronics,1,50,50,December,46-55,,,,,,,,,,,,,,
587,6/8/2023,CUST587,Female,40,Beauty,4,300,1200,June,36-45,,,,,,,,,,,,,,
588,4/26/2023,CUST588,Male,38,Electronics,2,30,60,April,36-45,,,,,,,,,,,,,,
589,4/12/2023,CUST589,Female,36,Beauty,2,500,1000,April,36-45,,,,,,,,,,,,,,
590,3/17/2023,CUST590,Male,36,Clothing,3,300,900,March,36-45,,,,,,,,,,,,,,
591,1/13/2023,CUST591,Male,53,Electronics,4,25,100,January,46-55,,,,,,,,,,,,,,
592,1/24/2023,CUST592,Female,46,Beauty,4,500,2000,January,46-55,,,,,,,,,,,,,,
593,5/6/2023,CUST593,Male,35,Electronics,2,30,60,May,26-35,,,,,,,,,,,,,,
594,9/1/2023,CUST594,Female,19,Electronics,2,300,600,September,18-25,,,,,,,,,,,,,,
595,11/9/2023,CUST595,Female,18,Clothing,4,500,2000,November,18-25,,,,,,,,,,,,,,
596,2/7/2023,CUST596,Female,64,Electronics,1,300,300,February,56+,,,,,,,,,,,,,,
597,8/22/2023,CUST597,Male,22,Beauty,4,300,1200,August,18-25,,,,,,,,,,,,,,
598,8/1/2023,CUST598,Male,37,Beauty,4,30,120,August,36-45,,,,,,,,,,,,,,
599,11/19/2023,CUST599,Female,28,Beauty,2,50,100,November,26-35,,,,,,,,,,,,,,
600,10/22/2023,CUST600,Female,59,Beauty,2,500,1000,October,56+,,,,,,,,,,,,,,
601,4/10/2023,CUST601,Male,19,Clothing,1,30,30,April,18-25,,,,,,,,,,,,,,
602,12/23/2023,CUST602,Female,20,Electronics,1,300,300,December,18-25,,,,,,,,,,,,,,
603,7/16/2023,CUST603,Female,40,Clothing,3,30,90,July,36-45,,,,,,,,,,,,,,
604,9/11/2023,CUST604,Female,29,Electronics,4,50,200,September,26-35,,,,,,,,,,,,,,
605,7/24/2023,CUST605,Male,37,Electronics,2,500,1000,July,36-45,,,,,,,,,,,,,,
606,5/5/2023,CUST606,Male,22,Electronics,1,50,50,May,18-25,,,,,,,,,,,,,,
607,3/17/2023,CUST607,Male,54,Clothing,3,25,75,March,46-55,,,,,,,,,,,,,,
608,12/2/2023,CUST608,Female,55,Electronics,3,500,1500,December,46-55,,,,,,,,,,,,,,
609,12/19/2023,CUST609,Female,47,Clothing,2,50,100,December,46-55,,,,,,,,,,,,,,
610,1/3/2023,CUST610,Female,26,Beauty,2,300,600,January,26-35,,,,,,,,,,,,,,
611,2/24/2023,CUST611,Male,51,Beauty,3,500,1500,February,46-55,,,,,,,,,,,,,,
612,8/6/2023,CUST612,Female,61,Electronics,1,500,500,August,56+,,,,,,,,,,,,,,
613,4/23/2023,CUST613,Female,52,Clothing,3,30,90,April,46-55,,,,,,,,,,,,,,
614,4/1/2023,CUST614,Female,39,Beauty,4,300,1200,April,36-45,,,,,,,,,,,,,,
615,12/23/2023,CUST615,Female,61,Clothing,4,25,100,December,56+,,,,,,,,,,,,,,
616,9/23/2023,CUST616,Male,41,Clothing,2,50,100,September,36-45,,,,,,,,,,,,,,
617,8/26/2023,CUST617,Male,34,Electronics,1,30,30,August,26-35,,,,,,,,,,,,,,
618,1/26/2023,CUST618,Female,27,Beauty,1,50,50,January,26-35,,,,,,,,,,,,,,
619,10/13/2023,CUST619,Male,47,Electronics,4,25,100,October,46-55,,,,,,,,,,,,,,
620,5/8/2023,CUST620,Male,63,Electronics,3,25,75,May,56+,,,,,,,,,,,,,,
621,3/4/2023,CUST621,Female,40,Beauty,2,500,1000,March,36-45,,,,,,,,,,,,,,
622,8/22/2023,CUST622,Female,49,Beauty,3,25,75,August,46-55,,,,,,,,,,,,,,
623,3/10/2023,CUST623,Male,34,Clothing,3,50,150,March,26-35,,,,,,,,,,,,,,
624,8/26/2023,CUST624,Female,34,Beauty,3,300,900,August,26-35,,,,,,,,,,,,,,
625,12/8/2023,CUST625,Male,31,Clothing,1,300,300,December,26-35,,,,,,,,,,,,,,
626,9/29/2023,CUST626,Female,26,Clothing,4,500,2000,September,26-35,,,,,,,,,,,,,,
627,10/14/2023,CUST627,Male,57,Clothing,1,50,50,October,56+,,,,,,,,,,,,,,
628,11/1/2023,CUST628,Female,19,Beauty,4,50,200,November,18-25,,,,,,,,,,,,,,
629,6/12/2023,CUST629,Male,62,Electronics,2,25,50,June,56+,,,,,,,,,,,,,,
630,8/15/2023,CUST630,Male,42,Clothing,2,50,100,August,36-45,,,,,,,,,,,,,,
631,11/10/2023,CUST631,Male,56,Electronics,3,30,90,November,56+,,,,,,,,,,,,,,
632,9/16/2023,CUST632,Female,26,Electronics,4,25,100,September,26-35,,,,,,,,,,,,,,
633,8/7/2023,CUST633,Male,39,Beauty,4,30,120,August,36-45,,,,,,,,,,,,,,
634,10/8/2023,CUST634,Male,60,Electronics,4,500,2000,October,56+,,,,,,,,,,,,,,
635,8/17/2023,CUST635,Female,63,Electronics,3,300,900,August,56+,,,,,,,,,,,,,,
636,3/23/2023,CUST636,Female,21,Beauty,3,500,1500,March,18-25,,,,,,,,,,,,,,
637,9/1/2023,CUST637,Male,43,Clothing,2,300,600,September,36-45,,,,,,,,,,,,,,
638,8/19/2023,CUST638,Male,46,Electronics,1,500,500,August,46-55,,,,,,,,,,,,,,
639,5/13/2023,CUST639,Female,62,Beauty,4,50,200,May,56+,,,,,,,,,,,,,,
640,5/7/2023,CUST640,Female,51,Electronics,4,30,120,May,46-55,,,,,,,,,,,,,,
641,11/23/2023,CUST641,Female,40,Electronics,1,300,300,November,36-45,,,,,,,,,,,,,,
642,5/22/2023,CUST642,Female,54,Clothing,4,25,100,May,46-55,,,,,,,,,,,,,,
643,9/24/2023,CUST643,Female,28,Electronics,3,30,90,September,26-35,,,,,,,,,,,,,,
644,9/6/2023,CUST644,Male,23,Beauty,3,25,75,September,18-25,,,,,,,,,,,,,,
645,11/17/2023,CUST645,Female,35,Electronics,4,30,120,November,26-35,,,,,,,,,,,,,,
646,5/3/2023,CUST646,Male,38,Clothing,3,30,90,May,36-45,,,,,,,,,,,,,,
647,5/21/2023,CUST647,Male,59,Clothing,3,500,1500,May,56+,,,,,,,,,,,,,,
648,8/14/2023,CUST648,Male,53,Beauty,4,300,1200,August,46-55,,,,,,,,,,,,,,
649,2/9/2023,CUST649,Female,58,Clothing,2,300,600,February,56+,,,,,,,,,,,,,,
650,1/1/2024,CUST650,Male,55,Electronics,1,30,30,January,46-55,,,,,,,,,,,,,,
651,5/27/2023,CUST651,Male,51,Clothing,3,50,150,May,46-55,,,,,,,,,,,,,,
652,5/1/2023,CUST652,Female,34,Beauty,2,50,100,May,26-35,,,,,,,,,,,,,,
653,5/20/2023,CUST653,Male,54,Clothing,3,25,75,May,46-55,,,,,,,,,,,,,,
654,6/21/2023,CUST654,Male,42,Clothing,3,25,75,June,36-45,,,,,,,,,,,,,,
655,6/13/2023,CUST655,Female,55,Clothing,1,500,500,June,46-55,,,,,,,,,,,,,,
656,10/4/2023,CUST656,Male,29,Beauty,3,30,90,October,26-35,,,,,,,,,,,,,,
657,2/11/2023,CUST657,Male,40,Clothing,1,25,25,February,36-45,,,,,,,,,,,,,,
658,3/12/2023,CUST658,Male,59,Clothing,1,25,25,March,56+,,,,,,,,,,,,,,
659,3/19/2023,CUST659,Female,39,Electronics,1,30,30,March,36-45,,,,,,,,,,,,,,
660,4/29/2023,CUST660,Female,38,Beauty,2,500,1000,April,36-45,,,,,,,,,,,,,,
661,7/16/2023,CUST661,Female,44,Clothing,4,25,100,July,36-45,,,,,,,,,,,,,,
662,12/22/2023,CUST662,Male,48,Beauty,2,500,1000,December,46-55,,,,,,,,,,,,,,
663,3/20/2023,CUST663,Male,23,Clothing,4,300,1200,March,18-25,,,,,,,,,,,,,,
664,12/28/2023,CUST664,Female,44,Clothing,4,500,2000,December,36-45,,,,,,,,,,,,,,
665,4/20/2023,CUST665,Male,57,Clothing,1,50,50,April,56+,,,,,,,,,,,,,,
666,2/2/2023,CUST666,Male,51,Electronics,3,50,150,February,46-55,,,,,,,,,,,,,,
667,8/1/2023,CUST667,Female,29,Electronics,1,500,500,August,26-35,,,,,,,,,,,,,,
668,7/28/2023,CUST668,Female,62,Electronics,3,50,150,July,56+,,,,,,,,,,,,,,
669,6/19/2023,CUST669,Male,24,Beauty,4,300,1200,June,18-25,,,,,,,,,,,,,,
670,10/5/2023,CUST670,Male,27,Beauty,1,30,30,October,26-35,,,,,,,,,,,,,,
671,8/27/2023,CUST671,Male,62,Electronics,3,50,150,August,56+,,,,,,,,,,,,,,
672,8/1/2023,CUST672,Female,34,Beauty,2,50,100,August,26-35,,,,,,,,,,,,,,
673,2/1/2023,CUST673,Female,43,Clothing,3,500,1500,February,36-45,,,,,,,,,,,,,,
674,4/16/2023,CUST674,Female,38,Clothing,1,300,300,April,36-45,,,,,,,,,,,,,,
675,8/4/2023,CUST675,Female,45,Clothing,2,30,60,August,36-45,,,,,,,,,,,,,,
676,7/19/2023,CUST676,Male,63,Electronics,3,500,1500,July,56+,,,,,,,,,,,,,,
677,10/27/2023,CUST677,Female,19,Beauty,3,500,1500,October,18-25,,,,,,,,,,,,,,
678,12/23/2023,CUST678,Female,60,Electronics,3,300,900,December,56+,,,,,,,,,,,,,,
679,1/11/2023,CUST679,Female,18,Beauty,3,30,90,January,18-25,,,,,,,,,,,,,,
680,10/22/2023,CUST680,Female,53,Clothing,3,300,900,October,46-55,,,,,,,,,,,,,,
681,7/14/2023,CUST681,Female,43,Electronics,2,30,60,July,36-45,,,,,,,,,,,,,,
682,9/2/2023,CUST682,Male,46,Beauty,4,300,1200,September,46-55,,,,,,,,,,,,,,
683,1/4/2023,CUST683,Male,38,Beauty,2,500,1000,January,36-45,,,,,,,,,,,,,,
684,6/30/2023,CUST684,Female,28,Clothing,2,500,1000,June,26-35,,,,,,,,,,,,,,
685,6/2/2023,CUST685,Male,57,Electronics,2,25,50,June,56+,,,,,,,,,,,,,,
686,7/19/2023,CUST686,Female,28,Electronics,4,50,200,July,26-35,,,,,,,,,,,,,,
687,8/3/2023,CUST687,Female,53,Electronics,1,300,300,August,46-55,,,,,,,,,,,,,,
688,10/3/2023,CUST688,Male,56,Clothing,4,25,100,October,56+,,,,,,,,,,,,,,
689,10/7/2023,CUST689,Male,57,Electronics,2,50,100,October,56+,,,,,,,,,,,,,,
690,11/5/2023,CUST690,Female,52,Clothing,3,300,900,November,46-55,,,,,,,,,,,,,,
691,4/23/2023,CUST691,Female,51,Clothing,3,30,90,April,46-55,,,,,,,,,,,,,,
692,9/7/2023,CUST692,Female,64,Clothing,2,50,100,September,56+,,,,,,,,,,,,,,
693,4/23/2023,CUST693,Male,41,Beauty,3,500,1500,April,36-45,,,,,,,,,,,,,,
694,5/20/2023,CUST694,Female,39,Electronics,2,25,50,May,36-45,,,,,,,,,,,,,,
695,8/12/2023,CUST695,Female,22,Electronics,3,50,150,August,18-25,,,,,,,,,,,,,,
696,9/6/2023,CUST696,Female,50,Clothing,4,50,200,September,46-55,,,,,,,,,,,,,,
697,1/15/2023,CUST697,Male,53,Clothing,1,500,500,January,46-55,,,,,,,,,,,,,,
698,7/19/2023,CUST698,Female,64,Electronics,1,300,300,July,56+,,,,,,,,,,,,,,
699,6/22/2023,CUST699,Female,37,Clothing,4,30,120,June,36-45,,,,,,,,,,,,,,
700,12/9/2023,CUST700,Male,36,Electronics,4,500,2000,December,36-45,,,,,,,,,,,,,,
701,12/14/2023,CUST701,Female,52,Beauty,2,30,60,December,46-55,,,,,,,,,,,,,,
702,7/27/2023,CUST702,Female,60,Clothing,2,300,600,July,56+,,,,,,,,,,,,,,
703,3/26/2023,CUST703,Male,34,Electronics,2,50,100,March,26-35,,,,,,,,,,,,,,
704,8/28/2023,CUST704,Female,62,Clothing,3,30,90,August,56+,,,,,,,,,,,,,,
705,3/7/2023,CUST705,Male,60,Electronics,2,25,50,March,56+,,,,,,,,,,,,,,
706,11/15/2023,CUST706,Male,51,Electronics,4,25,100,November,46-55,,,,,,,,,,,,,,
707,10/1/2023,CUST707,Female,26,Clothing,1,500,500,October,26-35,,,,,,,,,,,,,,
708,1/14/2023,CUST708,Female,43,Beauty,3,300,900,January,36-45,,,,,,,,,,,,,,
709,7/21/2023,CUST709,Female,19,Electronics,2,500,1000,July,18-25,,,,,,,,,,,,,,
710,10/31/2023,CUST710,Female,26,Electronics,3,500,1500,October,26-35,,,,,,,,,,,,,,
711,10/16/2023,CUST711,Male,26,Electronics,3,500,1500,October,26-35,,,,,,,,,,,,,,
712,12/6/2023,CUST712,Female,57,Beauty,2,25,50,December,56+,,,,,,,,,,,,,,
713,1/14/2023,CUST713,Male,34,Beauty,3,25,75,January,26-35,,,,,,,,,,,,,,
714,2/12/2023,CUST714,Female,18,Clothing,1,500,500,February,18-25,,,,,,,,,,,,,,
715,11/26/2023,CUST715,Female,42,Beauty,4,25,100,November,36-45,,,,,,,,,,,,,,
716,8/8/2023,CUST716,Female,60,Clothing,4,300,1200,August,56+,,,,,,,,,,,,,,
717,3/11/2023,CUST717,Male,57,Clothing,1,500,500,March,56+,,,,,,,,,,,,,,
718,8/25/2023,CUST718,Female,59,Beauty,3,25,75,August,56+,,,,,,,,,,,,,,
719,4/4/2023,CUST719,Female,42,Clothing,2,30,60,April,36-45,,,,,,,,,,,,,,
720,1/26/2023,CUST720,Female,56,Beauty,3,500,1500,January,56+,,,,,,,,,,,,,,
721,5/14/2023,CUST721,Female,52,Clothing,1,500,500,May,46-55,,,,,,,,,,,,,,
722,7/14/2023,CUST722,Male,20,Beauty,3,300,900,July,18-25,,,,,,,,,,,,,,
723,6/17/2023,CUST723,Female,54,Beauty,4,50,200,June,46-55,,,,,,,,,,,,,,
724,4/19/2023,CUST724,Male,61,Clothing,3,50,150,April,56+,,,,,,,,,,,,,,
725,8/21/2023,CUST725,Male,61,Electronics,1,300,300,August,56+,,,,,,,,,,,,,,
726,6/17/2023,CUST726,Male,47,Clothing,4,300,1200,June,46-55,,,,,,,,,,,,,,
727,6/22/2023,CUST727,Male,55,Beauty,3,300,900,June,46-55,,,,,,,,,,,,,,
728,7/14/2023,CUST728,Male,51,Electronics,3,50,150,July,46-55,,,,,,,,,,,,,,
729,5/23/2023,CUST729,Male,29,Clothing,4,300,1200,May,26-35,,,,,,,,,,,,,,
730,8/4/2023,CUST730,Female,36,Clothing,2,25,50,August,36-45,,,,,,,,,,,,,,
731,5/10/2023,CUST731,Male,54,Clothing,4,500,2000,May,46-55,,,,,,,,,,,,,,
732,2/11/2023,CUST732,Male,61,Electronics,2,500,1000,February,56+,,,,,,,,,,,,,,
733,8/29/2023,CUST733,Male,34,Beauty,1,30,30,August,26-35,,,,,,,,,,,,,,
734,1/10/2023,CUST734,Female,27,Clothing,1,30,30,January,26-35,,,,,,,,,,,,,,
735,10/4/2023,CUST735,Female,64,Clothing,4,500,2000,October,56+,,,,,,,,,,,,,,
736,1/27/2023,CUST736,Male,29,Clothing,4,25,100,January,26-35,,,,,,,,,,,,,,
737,6/29/2023,CUST737,Female,33,Clothing,1,50,50,June,26-35,,,,,,,,,,,,,,
738,4/25/2023,CUST738,Male,41,Clothing,2,50,100,April,36-45,,,,,,,,,,,,,,
739,11/29/2023,CUST739,Male,36,Beauty,1,25,25,November,36-45,,,,,,,,,,,,,,
740,2/5/2023,CUST740,Female,25,Beauty,4,50,200,February,18-25,,,,,,,,,,,,,,
741,11/30/2023,CUST741,Male,48,Clothing,1,300,300,November,46-55,,,,,,,,,,,,,,
742,1/21/2023,CUST742,Female,38,Electronics,4,500,2000,January,36-45,,,,,,,,,,,,,,
743,1/16/2023,CUST743,Female,34,Beauty,4,500,2000,January,26-35,,,,,,,,,,,,,,
744,5/7/2023,CUST744,Male,40,Electronics,1,25,25,May,36-45,,,,,,,,,,,,,,
745,4/13/2023,CUST745,Male,54,Beauty,2,50,100,April,46-55,,,,,,,,,,,,,,
746,1/11/2023,CUST746,Female,33,Clothing,3,30,90,January,26-35,,,,,,,,,,,,,,
747,11/15/2023,CUST747,Male,23,Beauty,1,30,30,November,18-25,,,,,,,,,,,,,,
748,3/20/2023,CUST748,Male,25,Clothing,3,50,150,March,18-25,,,,,,,,,,,,,,
749,5/3/2023,CUST749,Male,42,Beauty,1,30,30,May,36-45,,,,,,,,,,,,,,
750,3/6/2023,CUST750,Female,35,Clothing,3,25,75,March,26-35,,,,,,,,,,,,,,
751,8/31/2023,CUST751,Female,42,Clothing,2,25,50,August,36-45,,,,,,,,,,,,,,
752,12/9/2023,CUST752,Male,29,Clothing,2,50,100,December,26-35,,,,,,,,,,,,,,
753,2/28/2023,CUST753,Female,32,Clothing,1,30,30,February,26-35,,,,,,,,,,,,,,
754,10/16/2023,CUST754,Female,43,Electronics,4,25,100,October,36-45,,,,,,,,,,,,,,
755,4/22/2023,CUST755,Female,58,Clothing,3,25,75,April,56+,,,,,,,,,,,,,,
756,8/27/2023,CUST756,Female,62,Electronics,4,300,1200,August,56+,,,,,,,,,,,,,,
757,12/25/2023,CUST757,Female,43,Electronics,4,300,1200,December,36-45,,,,,,,,,,,,,,
758,5/12/2023,CUST758,Male,64,Clothing,4,25,100,May,56+,,,,,,,,,,,,,,
759,7/8/2023,CUST759,Male,49,Electronics,2,50,100,July,46-55,,,,,,,,,,,,,,
760,3/27/2023,CUST760,Male,27,Beauty,1,500,500,March,26-35,,,,,,,,,,,,,,
761,11/7/2023,CUST761,Female,33,Clothing,1,500,500,November,26-35,,,,,,,,,,,,,,
762,11/7/2023,CUST762,Female,24,Electronics,2,25,50,November,18-25,,,,,,,,,,,,,,
763,2/28/2023,CUST763,Male,34,Clothing,2,25,50,February,26-35,,,,,,,,,,,,,,
764,3/25/2023,CUST764,Female,40,Clothing,1,25,25,March,36-45,,,,,,,,,,,,,,
765,6/9/2023,CUST765,Male,43,Clothing,4,50,200,June,36-45,,,,,,,,,,,,,,
766,2/25/2023,CUST766,Male,38,Electronics,3,300,900,February,36-45,,,,,,,,,,,,,,
767,10/24/2023,CUST767,Male,39,Beauty,3,25,75,October,36-45,,,,,,,,,,,,,,
768,1/14/2023,CUST768,Female,24,Beauty,3,25,75,January,18-25,,,,,,,,,,,,,,
769,6/9/2023,CUST769,Female,31,Electronics,4,30,120,June,26-35,,,,,,,,,,,,,,
770,10/22/2023,CUST770,Male,32,Clothing,1,50,50,October,26-35,,,,,,,,,,,,,,
771,12/13/2023,CUST771,Male,24,Electronics,2,25,50,December,18-25,,,,,,,,,,,,,,
772,7/12/2023,CUST772,Male,26,Electronics,1,30,30,July,26-35,,,,,,,,,,,,,,
773,7/23/2023,CUST773,Male,25,Electronics,4,500,2000,July,18-25,,,,,,,,,,,,,,
774,4/12/2023,CUST774,Female,40,Clothing,2,25,50,April,36-45,,,,,,,,,,,,,,
775,2/8/2023,CUST775,Female,46,Electronics,4,25,100,February,46-55,,,,,,,,,,,,,,
776,10/31/2023,CUST776,Male,35,Clothing,3,30,90,October,26-35,,,,,,,,,,,,,,
777,12/20/2023,CUST777,Male,48,Electronics,3,50,150,December,46-55,,,,,,,,,,,,,,
778,11/18/2023,CUST778,Female,47,Beauty,4,25,100,November,46-55,,,,,,,,,,,,,,
779,5/5/2023,CUST779,Female,56,Electronics,2,500,1000,May,56+,,,,,,,,,,,,,,
780,2/22/2023,CUST780,Male,52,Electronics,2,25,50,February,46-55,,,,,,,,,,,,,,
781,12/23/2023,CUST781,Male,35,Beauty,1,500,500,December,26-35,,,,,,,,,,,,,,
782,6/4/2023,CUST782,Male,59,Clothing,3,300,900,June,56+,,,,,,,,,,,,,,
783,12/17/2023,CUST783,Female,56,Clothing,1,300,300,December,56+,,,,,,,,,,,,,,
784,11/4/2023,CUST784,Female,34,Electronics,1,500,500,November,26-35,,,,,,,,,,,,,,
785,3/3/2023,CUST785,Female,31,Beauty,4,50,200,March,26-35,,,,,,,,,,,,,,
786,10/17/2023,CUST786,Male,48,Clothing,4,25,100,October,46-55,,,,,,,,,,,,,,
787,1/22/2023,CUST787,Male,41,Electronics,1,25,25,January,36-45,,,,,,,,,,,,,,
788,6/27/2023,CUST788,Female,52,Beauty,3,300,900,June,46-55,,,,,,,,,,,,,,
789,9/30/2023,CUST789,Female,61,Clothing,4,500,2000,September,56+,,,,,,,,,,,,,,
790,8/8/2023,CUST790,Male,62,Clothing,1,25,25,August,56+,,,,,,,,,,,,,,
791,12/5/2023,CUST791,Female,51,Beauty,1,25,25,December,46-55,,,,,,,,,,,,,,
792,7/9/2023,CUST792,Female,20,Beauty,1,50,50,July,18-25,,,,,,,,,,,,,,
793,2/5/2023,CUST793,Male,54,Beauty,1,30,30,February,46-55,,,,,,,,,,,,,,
794,9/17/2023,CUST794,Female,60,Beauty,1,300,300,September,56+,,,,,,,,,,,,,,
795,11/28/2023,CUST795,Male,57,Electronics,1,300,300,November,56+,,,,,,,,,,,,,,
796,6/24/2023,CUST796,Male,43,Beauty,4,30,120,June,36-45,,,,,,,,,,,,,,
797,1/7/2023,CUST797,Male,40,Clothing,3,25,75,January,36-45,,,,,,,,,,,,,,
798,8/4/2023,CUST798,Male,61,Clothing,1,50,50,August,56+,,,,,,,,,,,,,,
799,9/8/2023,CUST799,Male,56,Electronics,2,50,100,September,56+,,,,,,,,,,,,,,
800,2/24/2023,CUST800,Male,32,Clothing,4,300,1200,February,26-35,,,,,,,,,,,,,,
801,8/10/2023,CUST801,Male,21,Clothing,4,50,200,August,18-25,,,,,,,,,,,,,,
802,7/5/2023,CUST802,Female,46,Beauty,1,30,30,July,46-55,,,,,,,,,,,,,,
803,11/22/2023,CUST803,Male,39,Clothing,4,25,100,November,36-45,,,,,,,,,,,,,,
804,8/24/2023,CUST804,Male,42,Electronics,1,30,30,August,36-45,,,,,,,,,,,,,,
805,12/29/2023,CUST805,Female,30,Beauty,3,500,1500,December,26-35,,,,,,,,,,,,,,
806,3/20/2023,CUST806,Female,35,Beauty,3,300,900,March,26-35,,,,,,,,,,,,,,
807,8/11/2023,CUST807,Female,50,Electronics,4,50,200,August,46-55,,,,,,,,,,,,,,
808,4/1/2023,CUST808,Male,33,Beauty,4,500,2000,April,26-35,,,,,,,,,,,,,,
809,9/25/2023,CUST809,Female,62,Beauty,2,50,100,September,56+,,,,,,,,,,,,,,
810,11/30/2023,CUST810,Male,59,Electronics,4,25,100,November,56+,,,,,,,,,,,,,,
811,5/19/2023,CUST811,Male,61,Beauty,2,25,50,May,56+,,,,,,,,,,,,,,
812,11/12/2023,CUST812,Male,19,Electronics,3,25,75,November,18-25,,,,,,,,,,,,,,
813,10/3/2023,CUST813,Male,52,Electronics,3,50,150,October,46-55,,,,,,,,,,,,,,
814,9/5/2023,CUST814,Female,59,Clothing,1,500,500,September,56+,,,,,,,,,,,,,,
815,8/27/2023,CUST815,Female,51,Clothing,3,25,75,August,46-55,,,,,,,,,,,,,,
816,8/12/2023,CUST816,Male,47,Beauty,2,500,1000,August,46-55,,,,,,,,,,,,,,
817,10/31/2023,CUST817,Male,30,Beauty,4,50,200,October,26-35,,,,,,,,,,,,,,
818,5/18/2023,CUST818,Male,30,Electronics,1,500,500,May,26-35,,,,,,,,,,,,,,
819,6/15/2023,CUST819,Female,35,Beauty,2,50,100,June,26-35,,,,,,,,,,,,,,
820,5/6/2023,CUST820,Male,49,Electronics,4,50,200,May,46-55,,,,,,,,,,,,,,
821,2/14/2023,CUST821,Male,49,Electronics,1,300,300,February,46-55,,,,,,,,,,,,,,
822,5/23/2023,CUST822,Female,52,Beauty,3,50,150,May,46-55,,,,,,,,,,,,,,
823,8/19/2023,CUST823,Female,56,Electronics,2,50,100,August,56+,,,,,,,,,,,,,,
824,5/5/2023,CUST824,Male,63,Clothing,4,30,120,May,56+,,,,,,,,,,,,,,
